FIPS,% Adults with Obesity,% Physically Inactive,% With Access to Exercise Opportunities,Primary Care Physicians Rate,High School Graduation Rate,% Unemployed,County and State,Median Income,State,County
12133,38,36,33.0,24.0,78.0,3.8,"Washington County, Florida",37188, Florida,Washington County
48001,37,23,26.0,35.0,97.0,3.1,"Anderson County, Texas",43355, Texas,Anderson County
48003,35,26,94.0,51.0,96.0,2.4,"Andrews County, Texas",74233, Texas,Andrews County
48005,41,35,65.0,59.0,92.0,4.4,"Angelina County, Texas",47714, Texas,Angelina County
48007,41,36,81.0,35.0,89.0,5.7,"Aransas County, Texas",44865, Texas,Aransas County
48011,29,23,3.0,0.0,100.0,2.8,"Armstrong County, Texas",66563, Texas,Armstrong County
48013,37,32,41.0,16.0,93.0,3.8,"Atascosa County, Texas",55265, Texas,Atascosa County
48015,32,29,26.0,20.0,97.0,3.6,"Austin County, Texas",65365, Texas,Austin County
48017,31,25,82.0,42.0,100.0,4.4,"Bailey County, Texas",46485, Texas,Bailey County
48019,30,28,58.0,27.0,92.0,3.4,"Bandera County, Texas",53683, Texas,Bandera County
48021,38,24,48.0,27.0,94.0,3.4,"Bastrop County, Texas",62941, Texas,Bastrop County
48023,27,25,86.0,140.0,98.0,3.3,"Baylor County, Texas",40750, Texas,Baylor County
48025,31,22,51.0,21.0,89.0,5.1,"Bee County, Texas",42032, Texas,Bee County
48027,35,23,78.0,82.0,75.0,4.1,"Bell County, Texas",54184, Texas,Bell County
48029,29,23,86.0,74.0,87.0,3.3,"Bexar County, Texas",55456, Texas,Bexar County
48031,29,28,50.0,43.0,97.0,2.6,"Blanco County, Texas",63071, Texas,Blanco County
48033,27,26,0.0,0.0,100.0,3.2,"Borden County, Texas",81985, Texas,Borden County
48035,32,27,31.0,55.0,97.0,3.7,"Bosque County, Texas",50882, Texas,Bosque County
48037,47,39,41.0,67.0,96.0,4.9,"Bowie County, Texas",47505, Texas,Bowie County
48039,28,28,81.0,65.0,94.0,4.5,"Brazoria County, Texas",79270, Texas,Brazoria County
48041,29,20,89.0,85.0,86.0,2.8,"Brazos County, Texas",46839, Texas,Brazos County
48043,26,27,58.0,64.0,99.0,3.4,"Brewster County, Texas",43894, Texas,Brewster County
48045,26,29,71.0,0.0,100.0,3.9,"Briscoe County, Texas",42647, Texas,Briscoe County
48049,39,34,65.0,50.0,97.0,3.7,"Brown County, Texas",45457, Texas,Brown County
48051,38,25,50.0,39.0,94.0,3.6,"Burleson County, Texas",56235, Texas,Burleson County
48053,31,27,63.0,47.0,93.0,2.9,"Burnet County, Texas",59238, Texas,Burnet County
48055,39,27,59.0,28.0,90.0,3.6,"Caldwell County, Texas",52278, Texas,Caldwell County
48057,31,23,55.0,51.0,93.0,4.1,"Calhoun County, Texas",55469, Texas,Calhoun County
48059,35,30,55.0,7.0,94.0,3.4,"Callahan County, Texas",44602, Texas,Callahan County
48061,31,25,66.0,49.0,90.0,6.2,"Cameron County, Texas",37132, Texas,Cameron County
48063,28,25,60.0,86.0,98.0,4.9,"Camp County, Texas",42604, Texas,Camp County
48067,37,34,36.0,27.0,97.0,5.1,"Cass County, Texas",45345, Texas,Cass County
48069,27,22,49.0,13.0,97.0,2.9,"Castro County, Texas",45000, Texas,Castro County
48071,28,26,70.0,10.0,98.0,5.4,"Chambers County, Texas",76850, Texas,Chambers County
48073,43,34,47.0,40.0,91.0,4.1,"Cherokee County, Texas",46044, Texas,Cherokee County
48075,24,27,74.0,142.0,94.0,2.5,"Childress County, Texas",40794, Texas,Childress County
48077,32,33,19.0,38.0,97.0,3.2,"Clay County, Texas",51191, Texas,Clay County
48079,25,22,48.0,35.0,98.0,4.2,"Cochran County, Texas",42798, Texas,Cochran County
48083,25,27,69.0,59.0,91.0,4.0,"Coleman County, Texas",43981, Texas,Coleman County
48085,28,20,90.0,95.0,97.0,3.3,"Collin County, Texas",94192, Texas,Collin County
48089,27,33,57.0,47.0,80.0,3.3,"Colorado County, Texas",49504, Texas,Colorado County
48091,30,21,84.0,69.0,94.0,3.2,"Comal County, Texas",75356, Texas,Comal County
48093,26,25,15.0,44.0,99.0,3.6,"Comanche County, Texas",47893, Texas,Comanche County
48095,28,25,70.0,37.0,93.0,3.6,"Concho County, Texas",43355, Texas,Concho County
48097,24,27,52.0,33.0,95.0,3.1,"Cooke County, Texas",57646, Texas,Cooke County
48099,42,24,64.0,23.0,95.0,4.1,"Coryell County, Texas",51440, Texas,Coryell County
48101,22,23,84.0,0.0,80.0,4.3,"Cottle County, Texas",34375, Texas,Cottle County
48103,25,20,92.0,21.0,95.0,3.8,"Crane County, Texas",70398, Texas,Crane County
48105,27,22,18.0,28.0,95.0,3.0,"Crockett County, Texas",51152, Texas,Crockett County
48107,29,24,32.0,34.0,94.0,4.5,"Crosby County, Texas",37899, Texas,Crosby County
48111,36,24,93.0,69.0,99.0,2.0,"Dallam County, Texas",51250, Texas,Dallam County
48113,30,24,96.0,69.0,84.0,3.7,"Dallas County, Texas",56854, Texas,Dallas County
48115,29,28,68.0,23.0,99.0,4.3,"Dawson County, Texas",44657, Texas,Dawson County
48117,27,20,81.0,11.0,88.0,2.8,"Deaf Smith County, Texas",51841, Texas,Deaf Smith County
48119,34,25,69.0,19.0,98.0,3.4,"Delta County, Texas",46138, Texas,Delta County
48121,25,20,94.0,63.0,95.0,3.2,"Denton County, Texas",83376, Texas,Denton County
48123,27,34,60.0,54.0,97.0,3.1,"DeWitt County, Texas",53779, Texas,DeWitt County
48125,24,24,37.0,45.0,96.0,4.2,"Dickens County, Texas",41618, Texas,Dickens County
48127,33,30,68.0,38.0,79.0,3.0,"Dimmit County, Texas",27832, Texas,Dimmit County
48129,28,23,78.0,30.0,98.0,3.4,"Donley County, Texas",43224, Texas,Donley County
48133,35,29,53.0,33.0,96.0,3.4,"Eastland County, Texas",35325, Texas,Eastland County
48135,32,30,71.0,59.0,81.0,2.7,"Ector County, Texas",60676, Texas,Ector County
48137,27,28,3.0,0.0,98.0,2.8,"Edwards County, Texas",40313, Texas,Edwards County
48139,38,27,66.0,40.0,93.0,3.3,"Ellis County, Texas",72213, Texas,Ellis County
48141,29,21,82.0,48.0,87.0,4.2,"El Paso County, Texas",44597, Texas,El Paso County
48143,26,28,65.0,55.0,62.0,3.1,"Erath County, Texas",48819, Texas,Erath County
48145,40,35,45.0,11.0,97.0,3.9,"Falls County, Texas",38032, Texas,Falls County
48147,30,31,39.0,20.0,98.0,3.1,"Fannin County, Texas",50761, Texas,Fannin County
48149,22,23,58.0,36.0,97.0,2.8,"Fayette County, Texas",56297, Texas,Fayette County
48151,23,22,4.0,26.0,100.0,3.3,"Fisher County, Texas",46827, Texas,Fisher County
48153,35,22,83.0,68.0,95.0,5.2,"Floyd County, Texas",48555, Texas,Floyd County
48155,28,23,41.0,0.0,100.0,2.9,"Foard County, Texas",46354, Texas,Foard County
